0,File-bytes,Entropy,Chi-square,Mean,Monte-Carlo-Pi,Serial-Correlation,,,Expected Occurrence,ExpFrac
3,31,67139288,0.003908021,1.77091E-06,30424,1.252115257,925619776,,,
3,32,67149080,0.003908591,2.34088E-06,40216,1.655110017,1617326656,,,
3,33,67133308,0.003907673,1.42283E-06,24444,1.006005303,597509136,,,
3,34,67129035,0.003907424,1.17411E-06,20171,0.830147806,406869241,,,
3,35,67127762,0.00390735,1.10001E-06,18898,0.777756841,357134404,,,
3,36,67115434,0.003906632,3.82424E-07,6570,0.270391705,43164900,,,
3,37,67091421,0.003905235,-1.01532E-06,-17443,-0.717875573,304258249,,,
3,38,67103920,0.003905962,-2.87779E-07,-4944,-0.203472845,24443136,,,
3,39,67117910,0.003906777,5.26547E-07,9046,0.37229275,81830116,,,
3,40,67118453,0.003906808,5.58153E-07,9589,0.394640192,91948921,,,
3,41,67088484,0.003905064,-1.18627E-06,-20380,-0.838749307,415344400,,,
3,42,67084016,0.003904804,-1.44634E-06,-24848,-1.022632129,617423104,,,
3,43,67078008,0.003904454,-1.79606E-06,-30856,-1.269894437,952092736,,,
3,44,67120595,0.003906933,6.82834E-07,11731,0.482795296,137616361,,,
3,45,67082036,0.003904688,-1.5616E-06,-26828,-1.10412004,719741584,,,
3,46,67100227,0.003905747,-5.0274E-07,-8637,-0.355460146,74597769,,,
3,47,67099594,0.00390571,-5.39585E-07,-9270,-0.381511584,85932900,,,
3,48,67164195,0.003909471,3.22069E-06,55331,2.277175561,3061519561,,,
3,49,67124131,0.003907139,8.88656E-07,15267,0.628321181,233081289,,,
3,50,67101449,0.003905818,-4.3161E-07,-7415,-0.305168112,54982225,,,
3,51,67121813,0.003907004,7.53731E-07,12949,0.532922708,167676601,,,
3,52,67102035,0.003905852,-3.975E-07,-6829,-0.281050982,46635241,,,
3,53,67091707,0.003905251,-9.98669E-07,-17157,-0.706105097,294362649,,,
3,54,67105384,0.003906047,-2.02563E-07,-3480,-0.143221177,12110400,,,
3,55,67098087,0.003905623,-6.27304E-07,-10777,-0.443532939,116143729,,,
3,56,67138366,0.003907967,1.71724E-06,29502,1.214169876,870368004,,,
3,57,67117320,0.003906742,4.92204E-07,8456,0.348010998,71503936,,,
3,58,67100151,0.003905743,-5.07163E-07,-8713,-0.358587964,75916369,,,
3,59,67111897,0.003906427,1.76544E-07,3033,0.124824664,9199089,,,
3,60,67144189,0.003908306,2.05619E-06,35325,1.453818414,1247855625,,,
3,61,67101837,0.003905841,-4.09025E-07,-7027,-0.289199773,49378729,,,
3,62,67126143,0.003907256,1.00577E-06,17279,0.711126069,298563841,,,
3,63,67114506,0.003906578,3.28408E-07,5642,0.232199391,31832164,,,
3,64,67158898,0.003909162,2.91236E-06,50034,2.059174821,2503401156,,,
3,65,67119948,0.003906895,6.45174E-07,11084,0.45616768,122855056,,,
3,66,67137551,0.00390792,1.6698E-06,28687,1.180628135,822943969,,,
3,67,67119283,0.003906856,6.06466E-07,10419,0.428799266,108555561,,,
3,68,67118990,0.003906839,5.89411E-07,10126,0.416740701,102535876,,,
3,69,67091246,0.003905224,-1.0255E-06,-17618,-0.725077787,310393924,,,
3,70,67105542,0.003906057,-1.93366E-07,-3322,-0.136718606,11035684,,,
3,71,67107892,0.003906193,-5.65778E-08,-972,-0.040003156,944784,,,
3,72,67121740,0.003906999,7.49482E-07,12876,0.529918355,165791376,,,
3,73,67093725,0.003905369,-8.81206E-07,-15139,-0.623053276,229189321,,,
3,74,67070926,0.003904042,-2.20828E-06,-37938,-1.561357764,1439291844,,,
3,75,67095126,0.00390545,-7.99657E-07,-13738,-0.565394406,188732644,,,
3,76,67120286,0.003906915,6.64848E-07,11422,0.470078243,130462084,,,
3,77,67089669,0.003905133,-1.1173E-06,-19195,-0.789980027,368448025,,,
3,78,67095478,0.003905471,-7.79168E-07,-13386,-0.550907666,179184996,,,
3,79,67117985,0.003906781,5.30912E-07,9121,0.375379413,83192641,,,
3,80,67107154,0.00390615,-9.95351E-08,-1710,-0.070375923,2924100,,,
3,81,67088528,0.003905066,-1.18371E-06,-20336,-0.836938465,413552896,,,
3,82,67086117,0.003904926,-1.32405E-06,-22747,-0.936164401,517426009,,,
3,83,67072429,0.003904129,-2.1208E-06,-36435,-1.499501031,1327509225,,,
3,84,67090121,0.003905159,-1.09099E-06,-18743,-0.771377737,351300049,,,
3,85,67053933,0.003903053,-3.19741E-06,-54931,-2.260713357,3017414761,,,
3,86,67069277,0.003903946,-2.30427E-06,-39587,-1.629223201,1567130569,,,
3,87,67061443,0.00390349,-2.76027E-06,-47421,-1.951635472,2248751241,,,
3,88,67097152,0.003905568,-6.81728E-07,-11712,-0.482013341,137170944,,,
3,89,67094505,0.003905414,-8.35804E-07,-14359,-0.590951978,206180881,,,
3,90,67073691,0.003904203,-2.04734E-06,-35173,-1.447562777,1237139929,,,
3,91,67083080,0.003904749,-1.50083E-06,-25784,-1.061153687,664814656,,,
3,92,67105515,0.003906055,-1.94937E-07,-3349,-0.137829805,11215801,,,
3,93,67073024,0.003904164,-2.08616E-06,-35840,-1.475013502,1284505600,,,
3,94,67083739,0.003904788,-1.46247E-06,-25125,-1.034032206,631265625,,,
3,95,67094046,0.003905387,-8.62521E-07,-14818,-0.609842357,219573124,,,
3,96,67140740,0.003908105,1.85543E-06,31876,1.311873058,1016079376,,,
3,97,67138253,0.003907961,1.71066E-06,29389,1.209519303,863713321,,,
3,98,67118833,0.00390683,5.80272E-07,9969,0.410279286,99380961,,,
3,99,67116019,0.003906666,4.16476E-07,7155,0.294467679,51194025,,,
3,100,67107273,0.003906157,-9.26084E-08,-1591,-0.065478417,2531281,,,
3,101,67082798,0.003904733,-1.51724E-06,-26066,-1.072759541,679436356,,,
3,102,67099038,0.003905678,-5.71948E-07,-9826,-0.404394048,96550276,,,
3,103,67100210,0.003905746,-5.03729E-07,-8654,-0.356159789,74891716,,,
3,104,67112916,0.003906486,2.35857E-07,4052,0.166762129,16418704,,,
3,105,67098269,0.003905633,-6.1671E-07,-10595,-0.436042636,112254025,,,
3,106,67070836,0.003904036,-2.21352E-06,-38028,-1.56506176,1446128784,,,
3,107,67078773,0.003904498,-1.75153E-06,-30091,-1.238410472,905468281,,,
3,108,67088392,0.003905058,-1.19163E-06,-20472,-0.842535614,419102784,,,
3,109,67089175,0.003905104,-1.14605E-06,-19689,-0.81031085,387656721,,,
3,110,67100361,0.003905755,-4.9494E-07,-8503,-0.349945307,72301009,,,
3,111,67084475,0.00390483,-1.41963E-06,-24389,-1.00374175,594823321,,,
3,112,67135711,0.003907813,1.5627E-06,26847,1.104901995,720761409,,,
3,113,67138945,0.003908001,1.75094E-06,30081,1.237998917,904866561,,,
3,114,67113581,0.003906525,2.74566E-07,4717,0.194130544,22250089,,,
3,115,67105680,0.003906065,-1.85333E-07,-3184,-0.131039146,10137856,,,
3,116,67094661,0.003905423,-8.26723E-07,-14203,-0.584531718,201725209,,,
3,117,67088600,0.00390507,-1.17952E-06,-20264,-0.833975268,410629696,,,
3,118,67085066,0.003904865,-1.38523E-06,-23798,-0.979418843,566344804,,,
3,119,67104649,0.003906005,-2.45345E-07,-4215,-0.173470477,17766225,,,
3,120,67139801,0.003908051,1.80077E-06,30937,1.273228034,957097969,,,
3,121,67102129,0.003905858,-3.92029E-07,-6735,-0.277182364,45360225,,,
3,122,67093695,0.003905367,-8.82952E-07,-15169,-0.624287941,230098561,,,
3,123,67111130,0.003906382,1.31899E-07,2266,0.093258387,5134756,,,
3,124,67129980,0.003907479,1.22911E-06,21116,0.869039763,445885456,,,
3,125,67112071,0.003906437,1.86672E-07,3207,0.131985723,10284849,,,
3,126,67116978,0.003906722,4.72297E-07,8114,0.333935814,65836996,,,
3,127,67135102,0.003907777,1.52725E-06,26238,1.079838289,688432644,,,
3,128,67171321,0.003909885,3.63548E-06,62457,2.57044973,3900876849,,,
3,129,67135551,0.003907803,1.55339E-06,26687,1.098317113,712195969,,,
3,130,67130500,0.003907509,1.25938E-06,21636,0.890440629,468116496,,,
3,131,67128824,0.003907412,1.16182E-06,19960,0.821463993,398401600,,,
3,132,67133720,0.003907697,1.44681E-06,24856,1.022961373,617820736,,,
3,133,67114062,0.003906553,3.02563E-07,5198,0.213926344,27019204,,,
3,134,67128450,0.00390739,1.14006E-06,19586,0.806071832,383611396,,,
3,135,67135570,0.003907804,1.55449E-06,26706,1.099099068,713210436,,,
3,136,67127190,0.003907317,1.06671E-06,18326,0.754215889,335842276,,,
3,137,67121301,0.003906974,7.23929E-07,12437,0.511851086,154678969,,,
3,138,67078960,0.003904509,-1.74064E-06,-29904,-1.230714391,894249216,,,
3,139,67106390,0.003906106,-1.44006E-07,-2474,-0.101818733,6120676,,,
3,140,67127514,0.003907336,1.08557E-06,18650,0.767550274,347822500,,,
3,141,67108752,0.003906243,-6.51926E-09,-112,-0.004609417,12544,,,
3,142,67121781,0.003907002,7.51868E-07,12917,0.531605731,166848889,,,
3,143,67115439,0.003906633,3.82715E-07,6575,0.270597483,43230625,,,
3,144,67129103,0.003907428,1.17806E-06,20239,0.83294638,409617121,,,
3,145,67114348,0.003906569,3.19211E-07,5484,0.225696821,30074256,,,
3,146,67091600,0.003905245,-1.0049E-06,-17264,-0.710508736,298045696,,,
3,147,67116269,0.003906681,4.31028E-07,7405,0.304756557,54834025,,,
3,148,67084647,0.00390484,-1.40961E-06,-24217,-0.996663002,586463089,,,
3,149,67081342,0.003904648,-1.60199E-06,-27522,-1.132681965,757460484,,,
3,150,67083433,0.00390477,-1.48028E-06,-25431,-1.046625792,646735761,,,
3,151,67117173,0.003906734,4.83647E-07,8309,0.341961138,69039481,,,
3,152,67116676,0.003906705,4.54718E-07,7812,0.321506849,61027344,,,
3,153,67109162,0.003906267,1.73459E-08,298,0.012264342,88804,,,
3,154,67072274,0.00390412,-2.12982E-06,-36590,-1.505880135,1338828100,,,
3,155,67105474,0.003906053,-1.97324E-07,-3390,-0.139517181,11492100,,,
3,156,67117864,0.003906774,5.23869E-07,9000,0.370399596,81000000,,,
3,157,67089756,0.003905138,-1.11223E-06,-19108,-0.786399498,365115664,,,
3,158,67131299,0.003907556,1.30589E-06,22435,0.923323882,503329225,,,
3,159,67121063,0.00390696,7.10075E-07,12199,0.502056075,148815601,,,
3,160,67140661,0.003908101,1.85083E-06,31797,1.308621773,1011049209,,,
3,161,67118883,0.003906833,5.83183E-07,10019,0.412337061,100380361,,,
3,162,67097675,0.003905599,-6.51286E-07,-11189,-0.460489009,125193721,,,
3,163,67096090,0.003905506,-7.43545E-07,-12774,-0.525720493,163175076,,,
3,164,67089236,0.003905108,-1.1425E-06,-19628,-0.807800363,385258384,,,
3,165,67060394,0.003903429,-2.82133E-06,-48470,-1.994807602,2349340900,,,
3,166,67088618,0.003905072,-1.17847E-06,-20246,-0.833234469,409900516,,,
3,167,67086410,0.003904943,-1.30699E-06,-22454,-0.924105837,504182116,,,
3,168,67098841,0.003905667,-5.83415E-07,-10023,-0.412501683,100460529,,,
3,169,67067494,0.003903842,-2.40805E-06,-41370,-1.702603476,1711476900,,,
3,170,67051116,0.003902889,-3.36138E-06,-57748,-2.37664843,3334831504,,,
3,171,67072028,0.003904106,-2.14414E-06,-36836,-1.516004391,1356890896,,,
3,172,67068365,0.003903893,-2.35735E-06,-40499,-1.666757027,1640169001,,,
3,173,67071627,0.003904083,-2.16748E-06,-37237,-1.532507751,1386594169,,,
3,174,67079245,0.003904526,-1.72405E-06,-29619,-1.218985071,877285161,,,
3,175,67076584,0.003904371,-1.87894E-06,-32280,-1.328499884,1041998400,,,
3,176,67109900,0.00390631,6.03031E-08,1036,0.042637109,1073296,,,
3,177,67104820,0.003906015,-2.35392E-07,-4044,-0.166432885,16353936,,,
3,178,67080013,0.003904571,-1.67935E-06,-28851,-1.187377638,832380201,,,
3,179,67094933,0.003905439,-8.10891E-07,-13931,-0.573337419,194072761,,,
3,180,67093484,0.003905355,-8.95234E-07,-15380,-0.632971754,236544400,,,
3,181,67055271,0.00390313,-3.11952E-06,-53593,-2.205647283,2872209649,,,
3,182,67087940,0.003905032,-1.21794E-06,-20924,-0.861137905,437813776,,,
3,183,67080381,0.003904592,-1.65793E-06,-28483,-1.17223241,811281289,,,
3,184,67101755,0.003905836,-4.13798E-07,-7109,-0.292574525,50537881,,,
3,185,67079718,0.003904553,-1.69652E-06,-29146,-1.199518514,849489316,,,
3,186,67081967,0.003904684,-1.56561E-06,-26897,-1.106959771,723448609,,,
3,187,67070894,0.00390404,-2.21014E-06,-37970,-1.56267474,1441720900,,,
3,188,67108796,0.003906246,-3.95812E-09,-68,-0.002798575,4624,,,
3,189,67092861,0.003905319,-9.31497E-07,-16003,-0.658611637,256096009,,,
3,190,67098394,0.003905641,-6.09434E-07,-10470,-0.430898197,109620900,,,
3,191,67093481,0.003905355,-8.95408E-07,-15383,-0.633095221,236636689,,,
3,192,67160489,0.003909255,3.00497E-06,51625,2.124653238,2665140625,,,
3,193,67130961,0.003907536,1.28621E-06,22097,0.909413319,488277409,,,
3,194,67124381,0.003907153,9.03208E-07,15517,0.638610059,240777289,,,
3,195,67130866,0.003907531,1.28068E-06,22002,0.905503546,484088004,,,
3,196,67115564,0.00390664,3.89991E-07,6700,0.275741922,44890000,,,
3,197,67104507,0.003905996,-2.53611E-07,-4357,-0.17931456,18983449,,,
3,198,67110376,0.003906338,8.801E-08,1512,0.062227132,2286144,,,
3,199,67127664,0.003907344,1.0943E-06,18800,0.773723601,353440000,,,
3,200,67122202,0.003907026,7.76374E-07,13338,0.548932201,177902244,,,
3,201,67108324,0.003906219,-3.14321E-08,-540,-0.022223976,291600,,,
3,202,67085914,0.003904914,-1.33587E-06,-22950,-0.94451897,526702500,,,
3,203,67098797,0.003905664,-5.85977E-07,-10067,-0.414312526,101344489,,,
3,204,67106985,0.003906141,-1.09372E-07,-1879,-0.077331205,3530641,,,
3,205,67100434,0.003905759,-4.90691E-07,-8430,-0.346940955,71064900,,,
3,206,67099058,0.003905679,-5.70784E-07,-9806,-0.403570938,96157636,,,
3,207,67117535,0.003906755,5.04719E-07,8671,0.356859433,75186241,,,
3,208,67119618,0.003906876,6.25965E-07,10754,0.442586362,115648516,,,
3,209,67114597,0.003906584,3.33705E-07,5733,0.235944543,32867289,,,
3,210,67086447,0.003904945,-1.30484E-06,-22417,-0.922583083,502521889,,,
3,211,67100707,0.003905775,-4.748E-07,-8157,-0.335705501,66536649,,,
3,212,67080870,0.003904621,-1.62947E-06,-27994,-1.152107366,783664036,,,
3,213,67069368,0.003903951,-2.29897E-06,-39496,-1.625478049,1559934016,,,
3,214,67081105,0.003904634,-1.61579E-06,-27759,-1.142435821,770562081,,,
3,215,67090775,0.003905197,-1.05292E-06,-18089,-0.744462033,327211921,,,
3,216,67106769,0.003906128,-1.21945E-07,-2095,-0.086220795,4389025,,,
3,217,67089927,0.003905148,-1.10228E-06,-18937,-0.779361906,358609969,,,
3,218,67080119,0.003904577,-1.67318E-06,-28745,-1.183015154,826275025,,,
3,219,67096217,0.003905514,-7.36152E-07,-12647,-0.520493743,159946609,,,
3,220,67117897,0.003906776,5.2579E-07,9033,0.371757728,81595089,,,
3,221,67081416,0.003904652,-1.59768E-06,-27448,-1.129636457,753392704,,,
3,222,67074989,0.003904278,-1.97178E-06,-33875,-1.394142924,1147515625,,,
3,223,67109226,0.003906271,2.10712E-08,362,0.014898295,131044,,,
3,224,67149393,0.003908609,2.3591E-06,40529,1.667991692,1642599841,,,
3,225,67138917,0.003907999,1.74931E-06,30053,1.236846562,903182809,,,
3,226,67111502,0.003906404,1.53552E-07,2638,0.108568237,6959044,,,
3,227,67121990,0.003907014,7.64034E-07,13126,0.540207233,172291876,,,
3,228,67118758,0.003906826,5.75907E-07,9894,0.407192623,97891236,,,
3,229,67089622,0.00390513,-1.12003E-06,-19242,-0.791914336,370254564,,,
3,230,67099563,0.003905709,-5.41389E-07,-9301,-0.382787405,86508601,,,
3,231,67127938,0.00390736,1.11025E-06,19074,0.785000211,363817476,,,
3,232,67124463,0.003907158,9.07981E-07,15599,0.641984811,243328801,,,
3,233,67085719,0.003904903,-1.34722E-06,-23145,-0.952544294,535691025,,,
3,234,67073550,0.003904194,-2.05555E-06,-35314,-1.453365704,1247078596,,,
3,235,67085682,0.003904901,-1.34937E-06,-23182,-0.954067048,537405124,,,
3,236,67105615,0.003906061,-1.89117E-07,-3249,-0.133714254,10556001,,,
3,237,67083101,0.00390475,-1.4996E-06,-25763,-1.060289421,663732169,,,
3,238,67104243,0.003905981,-2.68978E-07,-4621,-0.190179615,21353641,,,
3,239,67098775,0.003905663,-5.87257E-07,-10089,-0.415217947,101787921,,,
3,240,67161817,0.003909332,3.08227E-06,52953,2.179307757,2804020209,,,
3,241,67118353,0.003906802,5.52332E-07,9489,0.390524641,90041121,,,
3,242,67102770,0.003905895,-3.54717E-07,-6094,-0.250801682,37136836,,,
3,243,67101102,0.003905798,-4.51808E-07,-7762,-0.319449074,60248644,,,
3,244,67112843,0.003906482,2.31608E-07,3979,0.163757777,15832441,,,
3,245,67084596,0.003904837,-1.41258E-06,-24268,-0.998761933,588935824,,,
3,246,67102756,0.003905894,-3.55532E-07,-6108,-0.251377859,37307664,,,
3,247,67106993,0.003906141,-1.08907E-07,-1871,-0.07700196,3500641,,,
3,248,67132564,0.00390763,1.37952E-06,23700,0.975385603,561690000,,,
3,249,67124499,0.00390716,9.10077E-07,15635,0.643466409,244453225,,,
3,250,67090351,0.003905172,-1.0776E-06,-18513,-0.761911969,342731169,,,
3,251,67121680,0.003906996,7.45989E-07,12816,0.527449025,164249856,,,
3,252,67133120,0.003907662,1.41189E-06,24256,0.998268067,588353536,,,
3,253,67119834,0.003906889,6.38538E-07,10970,0.451475952,120340900,,,
3,254,67123708,0.003907114,8.64035E-07,14844,0.6109124,220344336,,,
3,255,67145709,0.003908395,2.14466E-06,36845,1.516374791,1357554025,,,
,,,,,0,-2.15383E-14,2.966074543,,,
